timestamp,EMGA_counter,EMGB_counter,Heart_Rate,actividad,paso_actividad,HRI_strategy,GT,tiempo,UserID
1753885956.4759445,0,0,56,1,1,3,1,0.0010097026824951172,1
1753885956.786294,0,0,56,1,1,3,1,0.20584583282470703,1
1753885957.095909,0,0,56,1,1,3,1,0.51497483253479,1
1753885957.3989074,0,0,56,1,1,3,1,0.8222875595092773,1
1753885957.7045624,0,0,56,1,1,3,1,1.125131368637085,1
1753885958.0123549,0,0,56,1,1,3,1,1.4335658550262451,1
1753885958.3176968,0,0,56,1,1,3,1,1.7553586959838867,1
1753885958.623854,0,0,56,1,1,3,1,2.0625314712524414,1
1753885958.9315155,0,0,56,1,1,3,1,2.352494478225708,1
1753885959.2397661,0,0,56,1,1,3,1,2.6755001544952393,1
1753885959.5342202,0,0,56,1,1,3,1,2.9834702014923096,1
1753885959.8356633,0,0,56,1,1,3,1,3.2889275550842285,1
1753885960.128456,0,0,56,1,1,3,1,3.597309112548828,1
1753885960.4350355,0,0,56,1,1,3,1,3.9195709228515625,1
1753885960.739041,0,0,56,1,1,3,1,4.228334903717041,1
1753885961.0491736,0,0,56,1,1,3,1,4.534098863601685,1
1753885961.3703322,0,0,56,1,1,3,1,4.839865207672119,1
1753885961.6635427,0,0,56,1,1,3,1,5.145959377288818,1
1753885961.9717877,0,0,56,1,1,3,1,5.472003698348999,1
1753885962.2944138,0,0,56,1,1,3,1,5.765385150909424,1
1753885962.6010442,0,0,56,1,1,3,1,6.071285247802734,1
1753885962.9199383,0,0,56,1,1,3,1,6.375330209732056,1
1753885963.2246935,0,0,56,1,1,3,1,6.6797637939453125,1
1753885963.5368989,0,1,56,1,1,3,1,6.9854254722595215,1
1753885963.8371637,0,1,56,1,1,3,1,7.289371490478516,1
1753885964.1296513,0,1,56,1,1,3,1,7.5985801219940186,1
1753885964.435164,0,1,56,1,1,3,1,7.920791149139404,1
1753885964.7390046,0,1,57,1,1,3,1,8.22661018371582,1
1753885965.046188,0,1,57,1,1,3,1,8.530940771102905,1
1753885965.3685584,0,1,57,1,1,3,1,8.837391138076782,1
1753885965.6854272,0,1,57,1,1,3,1,9.143568754196167,1
1753885965.991666,0,1,57,1,1,3,1,9.445852518081665,1
1753885966.299809,0,1,57,1,1,3,1,9.752732038497925,1
1753885966.6066723,0,1,57,1,1,3,1,10.045730590820312,1
1753885966.899343,0,1,57,1,1,3,1,10.352481842041016,1
1753885967.2038095,0,1,57,1,1,3,1,10.67232084274292,1
1753885967.5113587,0,1,57,1,1,3,1,10.97951078414917,1
1753885967.8149629,0,1,56,1,1,3,1,11.301994800567627,1
1753885968.1191595,0,1,56,1,1,3,1,11.620658874511719,1
1753885968.4120846,0,1,56,1,1,3,1,11.929953336715698,1
1753885968.7217555,0,1,57,1,1,3,1,12.238293647766113,1
1753885969.0217323,1,1,57,1,1,3,1,12.531121253967285,1
1753885969.334551,2,1,57,1,1,3,1,12.83712124824524,1
1753885969.638389,2,1,57,1,1,3,1,13.156654119491577,1
1753885969.9448352,2,1,57,1,1,3,1,13.463728189468384,1
1753885970.264422,2,1,57,1,1,3,1,13.78309416770935,1
1753885970.5877302,2,1,57,1,1,3,1,14.074811458587646,1
1753885970.8811061,2,1,57,1,1,3,1,14.381752252578735,1
1753885971.1892567,2,1,57,1,1,3,1,14.69106674194336,1
1753885971.4960115,2,1,57,1,1,3,1,14.998865127563477,1
1753885971.785649,2,1,57,1,1,3,1,15.318485498428345,1
1753885972.1077502,2,1,57,1,1,3,1,15.627500772476196,1
1753885972.429715,2,1,57,1,1,3,1,15.915700435638428,1
1753885972.7479334,2,1,57,1,1,3,1,16.235495805740356,1
1753885973.0553443,2,1,57,1,1,3,1,16.54098391532898,1
1753885973.3622184,2,1,57,1,1,3,1,16.85070276260376,1
1753885973.6655874,2,1,57,1,1,3,1,17.145923376083374,1
1753885973.9551828,2,1,57,1,1,3,1,17.457727670669556,1
1753885974.255008,3,1,57,1,1,3,1,17.764342784881592,1
1753885974.5664375,3,1,57,1,1,3,1,18.0685715675354,1
1753885974.8744707,3,1,57,1,1,3,1,18.37772035598755,1
1753885975.1817687,3,1,57,1,1,3,1,18.667815923690796,1
1753885975.4885027,3,1,57,1,1,3,1,18.959106922149658,1
1753885975.795692,4,1,56,1,1,3,1,19.282428979873657,1
1753885976.102574,5,1,56,1,1,3,1,19.587233781814575,1
1753885976.4092505,5,1,56,1,1,3,1,19.896775007247925,1
1753885976.7173421,6,1,56,1,1,3,1,20.20388960838318,1
1753885977.0412686,7,1,56,1,1,3,1,20.512377738952637,1
1753885977.3334053,7,1,56,1,1,3,1,20.81828999519348,1
1753885977.652512,7,1,56,1,1,3,1,21.14071273803711,1
1753885977.955789,7,2,56,1,1,3,1,21.44136071205139,1
1753885978.262475,7,2,56,1,1,3,1,21.73282217979431,1
1753885978.5701628,7,3,56,1,1,3,1,22.036406755447388,1
1753885978.8769958,7,3,56,1,1,3,1,22.348624229431152,1
1753885979.1810756,7,3,56,1,1,3,1,22.66655421257019,1
1753885979.4871314,7,4,56,1,1,3,1,22.972891569137573,1
1753885979.7958794,7,4,56,1,1,3,1,23.281931400299072,1
1753885980.1036744,7,4,56,1,1,3,1,23.58865737915039,1
1753885980.4077802,7,5,56,1,1,3,1,23.895407676696777,1
1753885980.7186573,7,5,56,1,1,3,1,24.21900177001953,1
1753885981.0244515,7,5,56,1,1,3,1,24.526713848114014,1
1753885981.3303638,8,5,56,1,1,3,1,24.833163261413574,1
1753885981.636826,8,5,56,1,1,3,1,25.15439009666443,1
1753885981.9374082,8,6,56,1,1,3,1,25.47283148765564,1
1753885982.2617047,8,6,56,1,1,3,1,25.76372265815735,1
1753885982.563329,9,6,55,1,1,3,1,26.083096981048584,1
1753885982.8668659,9,6,55,1,1,3,1,26.3857479095459,1
1753885983.1864583,10,6,55,1,1,3,1,26.690980911254883,1
1753885983.5083375,11,7,54,1,1,3,1,26.996711015701294,1
1753885983.830211,11,7,54,1,1,3,1,27.301018953323364,1
1753885984.1379583,12,7,54,1,1,3,1,27.60596489906311,1
1753885984.4434512,12,8,54,1,1,3,1,27.929539442062378,1
1753885984.7492642,12,8,54,1,1,3,1,28.251532316207886,1
1753885985.0549583,12,8,54,1,1,3,1,28.557587385177612,1
1753885985.3621829,13,8,54,1,1,3,1,28.863840103149414,1
1753885985.6609757,13,9,54,1,1,3,1,29.166807413101196,1
1753885985.9669504,13,10,54,1,1,3,1,29.46916937828064,1
1753885986.271053,13,10,54,1,1,3,1,29.774003267288208,1
1753885986.5745015,13,10,54,1,2,3,1,30.126577854156494,1
1753885986.8665802,13,10,54,1,2,3,1,30.399240016937256,1
1753885987.1690054,13,10,54,1,3,3,1,30.703242778778076,1
1753885987.4781907,13,10,54,1,4,3,1,31.01252555847168,1
1753885987.7831275,13,10,54,1,5,3,1,31.359153032302856,1
1753885988.1056175,13,10,54,1,5,3,1,31.64012885093689,1
1753885988.4133036,13,10,54,1,5,3,1,31.94692063331604,1
1753885988.733512,13,10,55,1,5,3,1,32.25326919555664,1
