timestamp,EMGA_counter,EMGB_counter,Heart_Rate,actividad,paso_actividad,HRI_strategy,GT,tiempo,UserID
1753885888.3120797,0,0,0,1,1,5,1,0.156904935836792,1
1753885888.6352007,0,0,56,1,1,5,1,0.4477694034576416,1
1753885888.9370384,0,0,56,1,1,5,1,0.7666208744049072,1
1753885889.25905,0,0,56,1,1,5,1,1.0561983585357666,1
1753885889.5515125,0,0,57,1,1,5,1,1.363405704498291,1
1753885889.8587139,0,0,57,1,1,5,1,1.6554958820343018,1
1753885890.1660836,0,0,57,1,1,5,1,1.9633314609527588,1
1753885890.4712756,0,0,57,1,1,5,1,2.285170793533325,1
1753885890.7948034,0,0,58,1,1,5,1,2.5907163619995117,1
1753885891.1025949,0,0,58,1,1,5,1,2.8829264640808105,1
1753885891.4087403,0,0,58,1,1,5,1,3.189495086669922,1
1753885891.714312,0,0,58,1,1,5,1,3.49454665184021,1
1753885892.004996,0,0,58,1,1,5,1,3.8174922466278076,1
1753885892.3248477,0,0,58,1,1,5,1,4.124149322509766,1
1753885892.616313,0,0,58,1,1,5,1,4.429975271224976,1
1753885892.9222243,0,0,58,1,1,5,1,4.751782655715942,1
1753885893.2456353,0,0,58,1,1,5,1,5.042035341262817,1
1753885893.5535636,0,0,58,1,1,5,1,5.349972248077393,1
1753885893.8578877,0,0,58,1,1,5,1,5.670360326766968,1
1753885894.163052,0,0,58,1,1,5,1,5.977707147598267,1
1753885894.472245,0,0,58,1,1,5,1,6.284044504165649,1
1753885894.7822177,0,0,58,1,1,5,1,6.594916582107544,1
1753885895.0896435,0,0,58,1,1,5,1,6.902151346206665,1
1753885895.393484,0,0,58,1,1,5,1,7.21004843711853,1
1753885895.6989925,0,0,59,1,1,5,1,7.512561321258545,1
1753885895.990601,0,0,59,1,1,5,1,7.819276571273804,1
1753885896.2970464,0,0,59,1,1,5,1,8.128204584121704,1
1753885896.6071424,0,0,58,1,1,5,1,8.418228387832642,1
1753885896.9147043,0,0,58,1,1,5,1,8.728428840637207,1
1753885897.2069519,0,0,58,1,1,5,1,9.035646677017212,1
1753885897.5279279,0,0,58,1,1,5,1,9.359793424606323,1
1753885897.833497,1,0,58,1,1,5,1,9.6634361743927,1
1753885898.155032,1,0,58,1,1,5,1,9.984321594238281,1
1753885898.4758852,1,0,58,1,1,5,1,10.291438579559326,1
1753885898.7685237,1,0,57,1,1,5,1,10.59656310081482,1
1753885899.0755844,1,0,57,1,1,5,1,10.88825798034668,1
1753885899.368077,1,0,57,1,1,5,1,11.196167707443237,1
1753885899.6767797,1,0,57,1,1,5,1,11.505290985107422,1
1753885899.9995363,1,0,57,1,1,5,1,11.830237627029419,1
1753885900.3225417,1,0,57,1,1,5,1,12.134825944900513,1
1753885900.6295931,1,0,57,1,1,5,1,12.443878173828125,1
1753885900.938302,1,0,57,1,1,5,1,12.751610517501831,1
1753885901.243651,1,0,57,1,1,5,1,13.05816102027893,1
1753885901.5463102,1,0,57,1,1,5,1,13.37921690940857,1
1753885901.8704386,1,0,57,1,1,5,1,13.68245244026184,1
1753885902.1599698,1,0,57,1,1,5,1,14.00480580329895,1
1753885902.474813,1,0,57,1,1,5,1,14.329322099685669,1
1753885902.7733057,1,0,57,1,1,5,1,14.63301968574524,1
1753885903.0767152,1,0,57,1,2,5,1,14.941126585006714,1
1753885903.3989782,1,0,57,1,2,5,1,15.245640516281128,1
1753885903.7058496,1,0,57,1,2,5,1,15.567359924316406,1
1753885904.0327435,1,0,57,1,2,5,1,15.87788438796997,1
1753885904.3557692,1,0,57,1,2,5,1,16.168941259384155,1
1753885904.6469946,1,0,57,1,2,5,1,16.477050065994263,1
1753885904.9678712,1,0,57,1,2,5,1,16.79923367500305,1
1753885905.2729003,1,0,57,1,2,5,1,17.102919816970825,1
1753885905.5806108,1,0,57,1,2,5,1,17.40989375114441,1
1753885905.887144,1,0,57,1,2,5,1,17.71521019935608,1
1753885906.192078,1,0,57,1,2,5,1,18.023308515548706,1
1753885906.4954822,1,0,57,1,2,5,1,18.34448790550232,1
1753885906.7898104,1,0,57,1,2,5,1,18.651407480239868,1
1753885907.0948522,1,0,57,1,2,5,1,18.957541942596436,1
1753885907.4186587,1,0,57,1,2,5,1,19.264976024627686,1
1753885907.7243707,1,0,57,1,2,5,1,19.556403875350952,1
1753885908.034483,1,0,57,1,2,5,1,19.862794399261475,1
1753885908.360242,1,0,57,1,2,5,1,20.154988050460815,1
1753885908.6638193,1,0,57,1,2,5,1,20.46175765991211,1
1753885908.9718451,1,0,57,1,2,5,1,20.768666982650757,1
1753885909.2789116,1,0,57,1,2,5,1,21.061107873916626,1
1753885909.585505,1,0,56,1,2,5,1,21.36695384979248,1
1753885909.9022026,1,0,56,1,2,5,1,21.688077688217163,1
1753885910.1934772,1,0,56,1,2,5,1,21.991289138793945,1
1753885910.500577,1,0,56,1,2,5,1,22.314932107925415,1
1753885910.8212438,1,0,56,1,2,5,1,22.61799716949463,1
1753885911.1133335,1,0,56,1,2,5,1,22.926270246505737,1
1753885911.4351003,1,0,56,1,3,5,1,23.250080108642578,1
1753885911.723882,1,0,56,1,3,5,1,23.552803993225098,1
1753885912.030623,1,0,56,1,3,5,1,23.876373291015625,1
1753885912.3516324,1,0,56,1,3,5,1,24.16688823699951,1
1753885912.6576924,1,0,56,1,3,5,1,24.470294713974,1
1753885912.9780607,1,0,56,1,3,5,1,24.761637926101685,1
1753885913.2707512,1,0,56,1,3,5,1,25.066291093826294,1
1753885913.5758796,1,0,56,1,3,5,1,25.374948024749756,1
