timestamp,elapsed_time,HR,carga_cognitiva,ID_usuario
2025-06-03T14:13:00,0.25,82,0,1
2025-06-03T14:13:01,1.29,83,0,1
2025-06-03T14:13:02,2.25,83,0,1
2025-06-03T14:13:03,3.27,83,0,1
2025-06-03T14:13:04,4.29,83,0,1
2025-06-03T14:13:05,5.31,83,0,1
2025-06-03T14:13:06,6.27,83,0,1
2025-06-03T14:13:07,7.29,82,0,1
2025-06-03T14:13:08,8.25,81,0,1
2025-06-03T14:13:09,9.27,80,0,1
2025-06-03T14:13:10,10.29,80,0,1
2025-06-03T14:13:11,11.25,79,0,1
2025-06-03T14:13:12,12.33,79,0,1
2025-06-03T14:13:13,13.29,79,0,1
2025-06-03T14:13:14,14.25,78,0,1
2025-06-03T14:13:15,15.27,78,0,1
2025-06-03T14:13:16,16.29,78,0,1
2025-06-03T14:13:17,17.25,78,0,1
2025-06-03T14:13:18,18.27,78,0,1
2025-06-03T14:13:19,19.29,78,0,1
2025-06-03T14:13:20,20.25,78,0,1
2025-06-03T14:13:21,21.27,78,0,1
2025-06-03T14:13:22,22.29,79,0,1
2025-06-03T14:13:23,23.25,79,0,1
2025-06-03T14:13:24,24.27,80,0,1
2025-06-03T14:13:25,25.29,80,0,1
2025-06-03T14:13:26,26.25,81,0,1
2025-06-03T14:13:27,27.33,81,0,1
2025-06-03T14:13:28,28.29,81,0,1
2025-06-03T14:13:29,29.25,80,0,1
2025-06-03T14:13:30,30.27,79,0,1
2025-06-03T14:13:31,31.35,79,0,1
2025-06-03T14:13:32,32.25,78,0,1
2025-06-03T14:13:33,33.27,77,0,1
2025-06-03T14:13:34,34.29,77,0,1
2025-06-03T14:13:35,35.25,76,0,1
2025-06-03T14:13:36,36.27,76,0,1
2025-06-03T14:13:37,37.29,77,0,1
2025-06-03T14:13:38,38.31,77,0,1
2025-06-03T14:13:39,39.33,77,0,1
2025-06-03T14:13:40,40.29,78,0,1
2025-06-03T14:13:41,41.25,78,0,1
2025-06-03T14:13:42,42.27,78,0,1
2025-06-03T14:13:43,43.29,78,0,1
2025-06-03T14:13:44,44.25,78,0,1
2025-06-03T14:13:45,45.27,77,0,1
2025-06-03T14:13:46,46.29,77,0,1
2025-06-03T14:13:47,47.25,76,0,1
2025-06-03T14:13:48,48.27,75,0,1
2025-06-03T14:13:49,49.29,75,0,1
2025-06-03T14:13:50,50.25,75,0,1
2025-06-03T14:13:51,51.39,75,0,1
2025-06-03T14:13:52,52.29,76,0,1
2025-06-03T14:13:53,53.25,77,0,1
2025-06-03T14:13:54,54.27,77,0,1
2025-06-03T14:13:55,55.41,78,0,1
2025-06-03T14:13:56,56.31,78,0,1
2025-06-03T14:13:57,57.27,78,0,1
2025-06-03T14:13:58,58.29,78,0,1
2025-06-03T14:13:59,59.25,78,0,1
2025-06-03T14:14:00,60.33,79,0,1
2025-06-03T14:14:01,61.29,79,0,1
2025-06-03T14:14:02,62.31,79,0,1
2025-06-03T14:14:03,63.27,80,0,1
2025-06-03T14:14:04,64.29,80,0,1
2025-06-03T14:14:05,65.25,80,0,1
2025-06-03T14:14:06,66.27,79,0,1
2025-06-03T14:14:07,67.29,79,0,1
2025-06-03T14:14:08,68.25,79,0,1
2025-06-03T14:14:09,69.27,79,0,1
2025-06-03T14:14:10,70.35,79,0,1
2025-06-03T14:14:11,71.25,79,0,1
2025-06-03T14:14:12,72.27,80,0,1
2025-06-03T14:14:13,73.29,80,0,1
2025-06-03T14:14:14,74.25,81,0,1
2025-06-03T14:14:15,75.33,81,0,1
2025-06-03T14:14:16,76.29,81,0,1
2025-06-03T14:14:17,77.25,81,0,1
2025-06-03T14:14:18,78.33,80,0,1
2025-06-03T14:14:19,79.29,80,0,1
2025-06-03T14:14:20,80.25,80,0,1
2025-06-03T14:14:21,81.27,81,0,1
2025-06-03T14:14:22,82.29,82,0,1
2025-06-03T14:14:23,83.25,83,0,1
2025-06-03T14:14:24,84.27,82,0,1
2025-06-03T14:14:25,85.29,82,0,1
2025-06-03T14:14:26,86.25,81,0,1
2025-06-03T14:14:27,87.27,80,0,1
2025-06-03T14:14:28,88.29,79,0,1
2025-06-03T14:14:29,89.25,77,0,1
2025-06-03T14:14:30,90.27,76,0,1
2025-06-03T14:14:31,91.29,76,0,1
2025-06-03T14:14:32,92.25,75,0,1
2025-06-03T14:14:33,93.33,75,0,1
2025-06-03T14:14:34,94.29,75,0,1
2025-06-03T14:14:35,95.25,74,0,1
2025-06-03T14:14:36,96.27,74,0,1
2025-06-03T14:14:37,97.29,74,0,1
2025-06-03T14:14:38,98.25,75,0,1
2025-06-03T14:14:39,99.27,75,0,1
2025-06-03T14:14:40,100.29,76,0,1
2025-06-03T14:14:41,101.25,76,0,1
2025-06-03T14:14:42,102.27,76,0,1
2025-06-03T14:14:43,103.35,77,0,1
2025-06-03T14:14:44,104.25,77,0,1
2025-06-03T14:14:45,105.33,78,0,1
2025-06-03T14:14:46,106.29,78,0,1
2025-06-03T14:14:47,107.37,78,0,1
2025-06-03T14:14:48,108.27,77,0,1
2025-06-03T14:14:49,109.29,77,0,1
2025-06-03T14:14:50,110.25,76,0,1
2025-06-03T14:14:51,111.27,76,0,1
2025-06-03T14:14:52,112.29,76,0,1
2025-06-03T14:14:53,113.25,76,0,1
2025-06-03T14:14:54,114.28,76,0,1
2025-06-03T14:14:55,115.3,76,0,1
2025-06-03T14:14:56,116.25,77,0,1
2025-06-03T14:14:57,117.27,78,0,1
2025-06-03T14:14:58,118.29,78,0,1
2025-06-03T14:14:59,119.25,79,0,1
2025-06-03T14:15:00,120.27,79,0,1
2025-06-03T14:15:01,121.41,79,0,1
2025-06-03T14:15:02,122.31,79,0,1
2025-06-03T14:15:03,123.27,78,0,1
2025-06-03T14:15:04,124.29,78,0,1
2025-06-03T14:15:05,125.25,78,0,1
2025-06-03T14:15:06,126.33,78,0,1
2025-06-03T14:15:07,127.29,78,0,1
2025-06-03T14:15:08,128.31,78,0,1
2025-06-03T14:15:09,129.27,78,0,1
2025-06-03T14:15:10,130.29,78,0,1
2025-06-03T14:15:11,131.25,78,0,1
2025-06-03T14:15:12,132.27,79,0,1
2025-06-03T14:15:13,133.29,79,0,1
2025-06-03T14:15:14,134.31,80,0,1
2025-06-03T14:15:15,135.27,81,0,1
2025-06-03T14:15:16,136.29,82,0,1
2025-06-03T14:15:17,137.25,83,0,1
2025-06-03T14:15:18,138.27,84,0,1
2025-06-03T14:15:19,139.29,85,0,1
2025-06-03T14:15:20,140.25,86,0,1
2025-06-03T14:15:21,141.27,87,0,1
2025-06-03T14:15:22,142.29,87,0,1
2025-06-03T14:15:23,143.25,88,0,1
2025-06-03T14:15:24,144.27,87,0,1
2025-06-03T14:15:25,145.29,86,0,1
2025-06-03T14:15:26,146.25,86,0,1
2025-06-03T14:15:27,147.28,86,0,1
2025-06-03T14:15:28,148.29,86,0,1
2025-06-03T14:15:29,149.25,87,0,1
2025-06-03T14:15:30,150.28,88,0,1
2025-06-03T14:15:31,151.3,89,0,1
2025-06-03T14:15:32,152.26,89,0,1
2025-06-03T14:15:33,153.28,88,0,1
2025-06-03T14:15:34,154.3,87,0,1
2025-06-03T14:15:35,155.25,85,0,1
2025-06-03T14:15:36,156.28,84,0,1
2025-06-03T14:15:37,157.3,83,0,1
2025-06-03T14:15:38,158.26,82,0,1
2025-06-03T14:15:39,159.34,82,0,1
2025-06-03T14:15:40,160.3,81,0,1
2025-06-03T14:15:41,161.32,80,0,1
2025-06-03T14:15:42,162.28,80,0,1
2025-06-03T14:15:43,163.3,79,0,1
2025-06-03T14:15:44,164.26,79,0,1
2025-06-03T14:15:45,165.28,79,0,1
2025-06-03T14:15:46,166.3,79,0,1
2025-06-03T14:15:47,167.26,79,0,1
2025-06-03T14:15:48,168.28,78,0,1
2025-06-03T14:15:49,169.3,78,0,1
2025-06-03T14:15:50,170.26,79,0,1
2025-06-03T14:15:51,171.28,79,0,1
2025-06-03T14:15:52,172.3,79,0,1
2025-06-03T14:15:53,173.26,80,0,1
2025-06-03T14:15:54,174.34,80,0,1
2025-06-03T14:15:55,175.3,80,0,1
2025-06-03T14:15:56,176.26,80,0,1
2025-06-03T14:15:57,177.28,81,0,1
2025-06-03T14:15:58,178.3,81,0,1
2025-06-03T14:15:59,179.26,82,0,1
2025-06-03T14:16:00,180.28,82,0,1
2025-06-03T14:16:01,181.3,83,0,1
2025-06-03T14:16:02,182.26,83,0,1
2025-06-03T14:16:03,183.28,83,0,1
2025-06-03T14:16:04,184.3,84,0,1
2025-06-03T14:16:05,185.26,84,0,1
2025-06-03T14:16:06,186.28,85,0,1
2025-06-03T14:16:07,187.42,85,0,1
2025-06-03T14:16:08,188.26,85,0,1
2025-06-03T14:16:09,189.46,85,0,1
2025-06-03T14:16:10,190.3,84,0,1
2025-06-03T14:16:11,191.26,84,0,1
2025-06-03T14:16:12,192.34,83,0,1
2025-06-03T14:16:13,193.36,82,0,1
2025-06-03T14:16:14,194.32,82,0,1
2025-06-03T14:16:15,195.28,81,0,1
2025-06-03T14:16:16,196.3,80,0,1
2025-06-03T14:16:17,197.32,80,0,1
2025-06-03T14:16:18,198.28,80,0,1
2025-06-03T14:16:19,199.3,81,0,1
2025-06-03T14:16:20,200.26,81,0,1
2025-06-03T14:16:21,201.34,82,0,1
2025-06-03T14:16:22,202.3,82,0,1
2025-06-03T14:16:23,203.26,82,0,1
2025-06-03T14:16:24,204.28,82,0,1
2025-06-03T14:16:25,205.3,82,0,1
2025-06-03T14:16:26,206.26,81,0,1
2025-06-03T14:16:27,207.28,81,0,1
2025-06-03T14:16:28,208.3,80,0,1
2025-06-03T14:16:29,209.26,80,0,1
2025-06-03T14:16:30,210.28,80,0,1
2025-06-03T14:16:31,211.3,80,0,1
2025-06-03T14:16:32,212.26,80,0,1
2025-06-03T14:16:33,213.28,81,0,1
