timestamp,elapsed_time,HR,carga_cognitiva,ID_usuario
2025-05-20T12:26:47,0.59,76,0,4
2025-05-20T12:26:48,1.61,77,0,4
2025-05-20T12:26:49,2.64,78,0,4
2025-05-20T12:26:50,3.59,79,0,4
2025-05-20T12:26:52,4.67,80,0,4
2025-05-20T12:26:52,5.64,80,0,4
2025-05-20T12:26:53,6.59,80,0,4
2025-05-20T12:26:55,7.67,80,0,4
2025-05-20T12:26:55,8.64,81,0,4
2025-05-20T12:26:56,9.61,82,0,4
2025-05-20T12:26:57,10.61,82,0,4
2025-05-20T12:26:58,11.64,82,0,4
2025-05-20T12:26:59,12.59,82,0,4
2025-05-20T12:27:01,13.67,81,0,4
2025-05-20T12:27:01,14.64,80,0,4
2025-05-20T12:27:02,15.66,79,0,4
2025-05-20T12:27:03,16.61,79,0,4
2025-05-20T12:27:04,17.64,79,0,4
2025-05-20T12:27:05,18.59,79,0,4
2025-05-20T12:27:06,19.61,80,0,4
2025-05-20T12:27:07,20.64,81,0,4
2025-05-20T12:27:08,21.66,82,0,4
2025-05-20T12:27:09,22.61,83,0,4
2025-05-20T12:27:10,23.64,83,0,4
2025-05-20T12:27:11,24.59,84,0,4
2025-05-20T12:27:12,25.61,85,0,4
2025-05-20T12:27:13,26.64,86,0,4
2025-05-20T12:27:14,27.59,87,0,4
2025-05-20T12:27:15,28.61,87,0,4
2025-05-20T12:27:16,29.64,88,0,4
2025-05-20T12:27:17,30.66,88,0,4
2025-05-20T12:27:18,31.61,89,0,4
2025-05-20T12:27:19,32.64,89,0,4
2025-05-20T12:27:20,33.59,89,0,4
2025-05-20T12:27:21,34.61,89,0,4
2025-05-20T12:27:22,35.64,88,0,4
2025-05-20T12:27:23,36.59,87,0,4
2025-05-20T12:27:25,37.67,86,0,4
2025-05-20T12:27:25,38.64,85,0,4
2025-05-20T12:27:26,39.59,84,0,4
2025-05-20T12:27:28,40.67,84,0,4
2025-05-20T12:27:29,41.69,84,0,4
2025-05-20T12:27:29,42.59,83,0,4
2025-05-20T12:27:30,43.61,84,0,4
2025-05-20T12:27:31,44.64,84,0,4
2025-05-20T12:27:32,45.59,83,0,4
2025-05-20T12:27:33,46.61,83,0,4
2025-05-20T12:27:35,47.69,83,0,4
2025-05-20T12:27:35,48.59,81,0,4
2025-05-20T12:27:37,49.67,80,0,4
2025-05-20T12:27:37,50.64,79,0,4
2025-05-20T12:27:38,51.59,78,0,4
2025-05-20T12:27:39,52.61,77,0,4
2025-05-20T12:27:40,53.64,77,0,4
2025-05-20T12:27:41,54.66,77,0,4
2025-05-20T12:27:42,55.61,75,0,4
2025-05-20T12:27:43,56.64,74,0,4
2025-05-20T12:27:44,57.59,73,0,4
2025-05-20T12:27:45,58.61,73,0,4
2025-05-20T12:27:46,59.64,72,0,4
2025-05-20T12:27:47,60.59,72,0,4
2025-05-20T12:27:49,61.67,72,0,4
2025-05-20T12:27:49,62.64,72,0,4
2025-05-20T12:27:50,63.66,72,0,4
2025-05-20T12:27:51,64.62,72,0,4
2025-05-20T12:27:52,65.64,73,0,4
2025-05-20T12:27:53,66.59,73,0,4
2025-05-20T12:27:54,67.61,74,0,4
2025-05-20T12:27:55,68.64,74,0,4
2025-05-20T12:27:56,69.59,74,0,4
2025-05-20T12:27:58,70.67,74,0,4
2025-05-20T12:27:58,71.64,73,0,4
2025-05-20T12:27:59,72.59,73,0,4
2025-05-20T12:28:00,73.61,72,0,4
2025-05-20T12:28:01,74.64,72,0,4
2025-05-20T12:28:02,75.59,72,0,4
2025-05-20T12:28:03,76.61,72,0,4
2025-05-20T12:28:04,77.64,71,0,4
2025-05-20T12:28:05,78.59,70,0,4
2025-05-20T12:28:06,79.61,70,0,4
2025-05-20T12:28:07,80.64,69,0,4
2025-05-20T12:28:08,81.59,69,0,4
2025-05-20T12:28:09,82.61,70,0,4
2025-05-20T12:28:10,83.64,70,0,4
2025-05-20T12:28:11,84.59,71,0,4
2025-05-20T12:28:12,85.61,72,0,4
2025-05-20T12:28:13,86.64,72,0,4
2025-05-20T12:28:14,87.66,72,0,4
2025-05-20T12:28:15,88.61,74,0,4
2025-05-20T12:28:16,89.64,75,0,4
2025-05-20T12:28:17,90.59,76,0,4
2025-05-20T12:28:18,91.61,77,0,4
2025-05-20T12:28:19,92.64,78,0,4
2025-05-20T12:28:20,93.59,80,0,4
2025-05-20T12:28:21,94.61,81,0,4
2025-05-20T12:28:22,95.64,82,0,4
2025-05-20T12:28:23,96.59,83,0,4
2025-05-20T12:28:24,97.61,83,0,4
2025-05-20T12:28:25,98.64,83,0,4
2025-05-20T12:28:26,99.59,82,0,4
