timestamp,elapsed_time,HR,carga_cognitiva,ID_usuario
2025-05-20T12:20:39,0.17,79,0,3
2025-05-20T12:20:40,1.2,79,0,3
2025-05-20T12:20:41,2.16,78,0,3
2025-05-20T12:20:43,3.23,78,0,3
2025-05-20T12:20:43,4.2,77,0,3
2025-05-20T12:20:44,5.16,77,0,3
2025-05-20T12:20:45,6.17,75,0,3
2025-05-20T12:20:47,7.25,74,0,3
2025-05-20T12:20:47,8.16,73,0,3
2025-05-20T12:20:48,9.17,72,0,3
2025-05-20T12:20:50,10.25,72,0,3
2025-05-20T12:20:50,11.16,71,0,3
2025-05-20T12:20:51,12.17,71,0,3
2025-05-20T12:20:52,13.19,71,0,3
2025-05-20T12:20:53,14.16,71,0,3
2025-05-20T12:20:55,15.23,71,0,3
2025-05-20T12:20:56,16.31,72,0,3
2025-05-20T12:20:56,17.16,72,0,3
2025-05-20T12:20:57,18.17,72,0,3
2025-05-20T12:20:59,19.25,73,0,3
2025-05-20T12:20:59,20.16,73,0,3
2025-05-20T12:21:01,21.3,73,0,3
2025-05-20T12:21:01,22.19,73,0,3
2025-05-20T12:21:02,23.22,73,0,3
2025-05-20T12:21:03,24.17,74,0,3
2025-05-20T12:21:04,25.2,75,0,3
2025-05-20T12:21:05,26.22,76,0,3
2025-05-20T12:21:06,27.17,77,0,3
2025-05-20T12:21:07,28.2,78,0,3
2025-05-20T12:21:08,29.16,78,0,3
2025-05-20T12:21:09,30.17,78,0,3
2025-05-20T12:21:10,31.19,78,0,3
2025-05-20T12:21:11,32.16,77,0,3
2025-05-20T12:21:12,33.23,77,0,3
2025-05-20T12:21:13,34.2,77,0,3
2025-05-20T12:21:14,35.16,77,0,3
2025-05-20T12:21:15,36.17,76,0,3
2025-05-20T12:21:16,37.19,76,0,3
2025-05-20T12:21:17,38.16,76,0,3
2025-05-20T12:21:18,39.17,76,0,3
2025-05-20T12:21:20,40.25,75,0,3
2025-05-20T12:21:20,41.22,75,0,3
2025-05-20T12:21:21,42.17,74,0,3
2025-05-20T12:21:22,43.2,74,0,3
2025-05-20T12:21:23,44.16,73,0,3
2025-05-20T12:21:24,45.17,73,0,3
2025-05-20T12:21:25,46.2,73,0,3
2025-05-20T12:21:26,47.16,73,0,3
2025-05-20T12:21:27,48.17,73,0,3
2025-05-20T12:21:28,49.19,73,0,3
2025-05-20T12:21:29,50.16,74,0,3
2025-05-20T12:21:30,51.17,75,0,3
2025-05-20T12:21:31,52.2,76,0,3
2025-05-20T12:21:32,53.16,76,0,3
2025-05-20T12:21:33,54.17,75,0,3
2025-05-20T12:21:34,55.2,74,0,3
2025-05-20T12:21:35,56.16,74,0,3
2025-05-20T12:21:36,57.17,73,0,3
2025-05-20T12:21:37,58.2,72,0,3
2025-05-20T12:21:38,59.22,72,0,3
2025-05-20T12:21:39,60.17,73,0,3
2025-05-20T12:21:40,61.2,73,0,3
2025-05-20T12:21:41,62.16,74,0,3
2025-05-20T12:21:42,63.17,74,0,3
2025-05-20T12:21:43,64.2,73,0,3
2025-05-20T12:21:44,65.16,73,0,3
2025-05-20T12:21:45,66.17,72,0,3
2025-05-20T12:21:46,67.2,72,0,3
2025-05-20T12:21:47,68.16,71,0,3
2025-05-20T12:21:49,69.23,71,0,3
2025-05-20T12:21:49,70.2,72,0,3
2025-05-20T12:21:50,71.16,72,0,3
2025-05-20T12:21:51,72.17,73,0,3
2025-05-20T12:21:53,73.25,74,0,3
2025-05-20T12:21:53,74.16,76,0,3
2025-05-20T12:21:54,75.17,77,0,3
2025-05-20T12:21:55,76.2,78,0,3
2025-05-20T12:21:56,77.16,80,0,3
2025-05-20T12:21:57,78.17,80,0,3
2025-05-20T12:21:58,79.2,81,0,3
2025-05-20T12:21:59,80.16,81,0,3
2025-05-20T12:22:00,81.17,82,0,3
2025-05-20T12:22:01,82.2,82,0,3
2025-05-20T12:22:02,83.16,82,0,3
2025-05-20T12:22:03,84.17,82,0,3
2025-05-20T12:22:05,85.25,81,0,3
2025-05-20T12:22:05,86.16,81,0,3
2025-05-20T12:22:06,87.17,81,0,3
2025-05-20T12:22:07,88.2,80,0,3
2025-05-20T12:22:08,89.16,79,0,3
2025-05-20T12:22:09,90.17,79,0,3
2025-05-20T12:22:11,91.31,78,0,3
2025-05-20T12:22:11,92.22,76,0,3
2025-05-20T12:22:12,93.17,75,0,3
2025-05-20T12:22:13,94.2,75,0,3
2025-05-20T12:22:14,95.16,74,0,3
2025-05-20T12:22:15,96.17,73,0,3
2025-05-20T12:22:16,97.2,72,0,3
2025-05-20T12:22:17,98.16,72,0,3
2025-05-20T12:22:18,99.17,71,0,3
2025-05-20T12:22:54,0.02,71,1,3
2025-05-20T12:22:54,0.02,71,1,3
2025-05-20T12:22:54,0.02,71,1,3
2025-05-20T12:22:54,0.02,71,1,3
2025-05-20T12:22:54,0.02,70,1,3
